date,fd_offset,division,lineage,count
2021-11-23,-39,Wisconsin,other,1
2021-11-11,-51,Arizona,21J,86
2021-11-05,-57,Wisconsin,other,3
2021-11-04,-58,Alabama,21J,8
2021-11-21,-41,Kansas,21J,19
2021-10-26,-67,Puerto Rico,21I,1
2021-12-21,-11,Rhode Island,21J,1
2021-12-12,-20,West Virginia,21J,76
2021-10-07,-86,California,21A,23
2021-10-18,-75,Tennessee,other,2
2021-11-09,-53,Texas,21A,1
2021-10-20,-73,Florida,21I,4
2021-11-16,-46,Iowa,other,1
2021-11-14,-48,Kansas,21I,2
2021-10-04,-89,New Jersey,other,2
2021-10-24,-69,Alaska,21A,1
2021-10-17,-76,Massachusetts,21I,18
2021-10-06,-87,South Carolina,21I,7
2021-11-06,-56,South Carolina,other,1
2021-12-09,-23,Wisconsin,21I,1
2021-10-15,-78,Oregon,other,1
2021-11-21,-41,Minnesota,21I,6
2021-10-12,-81,Tennessee,other,1
2021-11-10,-52,Hawaii,21J,5
2021-12-02,-30,Utah,21A,1
2021-11-20,-42,Oregon,21J,13
2021-12-16,-16,Kansas,other,1
2021-12-13,-19,Arizona,21K,2
2021-10-20,-73,Oregon,21I,6
2021-12-02,-30,Kansas,21I,2
2021-10-25,-68,Iowa,21J,35
2021-12-01,-31,Colorado,21J,45
2021-10-27,-66,Kansas,21J,17
2021-12-02,-30,Minnesota,21J,559
2021-11-11,-51,Minnesota,21I,9
2021-11-08,-54,Kentucky,21I,3
2021-10-30,-63,Minnesota,21J,333
2021-11-28,-34,Iowa,21J,11
2021-11-05,-57,New York,21J,142
2021-11-22,-40,Arizona,other,4
2021-12-15,-17,South Dakota,21A,1
2021-10-04,-89,Michigan,21J,244
2021-11-23,-39,Colorado,21A,7
2021-10-09,-84,Wisconsin,other,1
2021-12-07,-25,Kansas,21J,13
2021-11-20,-42,Michigan,21J,175
2021-11-07,-55,Maine,21J,0
2021-11-11,-51,Tennessee,21I,1
2021-12-01,-31,New Jersey,21K,2
2021-10-22,-71,New York,21I,14
2021-12-09,-23,Michigan,21K,1
2021-11-03,-59,Wisconsin,21A,1
2021-10-30,-63,Washington,21J,53
2021-12-21,-11,Virginia,21K,1
2021-11-22,-40,Georgia,21I,1
2021-11-22,-40,Maryland,21J,72
2021-10-12,-81,Texas,21A,1
2021-11-13,-49,New Hampshire,21I,2
2021-10-06,-87,Utah,21J,62
2021-12-03,-29,Kansas,21J,10
2021-11-26,-36,North Carolina,21J,76
2021-11-24,-38,Missouri,21J,40
2021-10-26,-67,Illinois,other,3
2021-11-26,-36,Texas,21I,4
2021-12-22,-10,Massachusetts,21K,172
2021-12-14,-18,Montana,21J,7
2021-10-10,-83,California,21I,9
2021-10-20,-73,Puerto Rico,21J,2
2021-12-04,-28,California,21J,482
2021-10-18,-75,North Carolina,other,1
2021-10-26,-67,Texas,21J,209
2021-10-10,-83,Texas,other,3
2021-11-23,-39,Indiana,21J,122
2021-11-02,-60,Washington,21A,3
2021-10-09,-84,New Jersey,other,2
2021-10-26,-67,Maine,21I,0
2021-12-14,-18,Massachusetts,21J,389
2021-11-11,-51,New Jersey,21I,5
2021-10-23,-70,Michigan,21J,159
2021-10-15,-78,Montana,21J,31
2021-10-26,-67,Minnesota,21J,462
2021-11-18,-44,Massachusetts,21I,16
2021-10-12,-81,Maryland,21A,1
2021-10-07,-86,North Carolina,other,1
2021-11-17,-45,Missouri,other,2
2021-12-17,-15,Nevada,21K,11
2021-10-19,-74,South Carolina,21J,60
2021-11-08,-54,Arkansas,21I,1
2021-11-02,-60,Delaware,21I,1
2021-12-16,-16,Missouri,21J,19
2021-10-31,-62,Indiana,other,2
2021-11-19,-43,New Mexico,other,3
2021-10-23,-70,Oregon,21J,42
2021-10-27,-66,Alabama,21J,12
2021-11-04,-58,Washington DC,21J,5
2021-10-12,-81,Ohio,21J,87
2021-12-10,-22,Rhode Island,21K,2
2021-11-30,-32,Pennsylvania,21A,3
2021-12-07,-25,Massachusetts,21K,8
2021-12-16,-16,Rhode Island,21J,15
2021-11-12,-50,Massachusetts,21A,4
2021-10-21,-72,Delaware,21I,2
2021-11-16,-46,Alaska,21I,1
2021-10-17,-76,Alaska,21J,21
2021-10-22,-71,Illinois,other,1
2021-11-13,-49,New York,21A,1
2021-12-01,-31,Connecticut,21I,1
2021-12-15,-17,Missouri,21J,33
2021-11-12,-50,Minnesota,other,1
2021-12-08,-24,Washington DC,21K,2
2021-10-21,-72,Illinois,21A,1
2021-10-31,-62,California,21I,18
2021-11-16,-46,Massachusetts,21I,26
2021-11-08,-54,Minnesota,other,2
2021-12-09,-23,Virginia,21K,6
2021-10-08,-85,Virginia,21I,2
2021-10-15,-78,Colorado,21A,4
2021-11-03,-59,Missouri,21J,61
2021-11-13,-49,South Carolina,21I,2
2021-10-18,-75,Utah,other,1
2021-10-03,-90,Delaware,21I,2
2021-11-27,-35,Ohio,21J,107
2021-11-19,-43,New Hampshire,21J,75
2021-12-11,-21,Connecticut,21J,22
2021-12-21,-11,Connecticut,other,2
2021-11-10,-52,California,other,9
2021-10-31,-62,Indiana,21I,2
2021-10-06,-87,Oregon,21J,27
2021-11-23,-39,Rhode Island,21I,1
2021-11-10,-52,Texas,other,1
2021-12-14,-18,Arizona,21J,74
2021-12-14,-18,California,21I,17
2021-11-13,-49,Nebraska,21I,2
2021-12-01,-31,Alaska,21J,43
2021-11-23,-39,Nebraska,21J,9
2021-11-07,-55,Alaska,21A,1
2021-12-09,-23,Minnesota,other,1
2021-12-14,-18,Iowa,21I,3
2021-10-11,-82,New Hampshire,21I,2
2021-10-30,-63,Kentucky,21J,23
2021-12-13,-19,Nevada,21I,1
2021-12-09,-23,West Virginia,21J,98
2021-10-18,-75,Indiana,other,1
2021-11-04,-58,Idaho,21J,27
2021-12-10,-22,Georgia,21K,11
2021-12-16,-16,South Dakota,21K,2
2021-10-21,-72,Arizona,21A,5
2021-11-13,-49,West Virginia,21J,52
2021-10-31,-62,Rhode Island,21J,20
2021-10-16,-77,Wyoming,21J,11
2021-12-08,-24,Washington,21J,129
2021-12-10,-22,New Hampshire,21J,48
2021-10-12,-81,Maine,21I,0
2021-12-17,-15,Kentucky,21J,18
2021-10-28,-65,Nebraska,21J,24
2021-12-18,-14,Massachusetts,21I,8
2021-11-10,-52,Nebraska,21J,46
2021-10-22,-71,Rhode Island,21I,2
2021-10-10,-83,Missouri,21I,3
2021-11-19,-43,Wisconsin,21J,111
2021-12-14,-18,New York,21I,4
2021-10-28,-65,Nevada,21J,80
2021-11-12,-50,Kansas,21I,1
2021-12-07,-25,Illinois,21K,2
2021-11-26,-36,Alabama,21J,7
2021-10-15,-78,Pennsylvania,21I,15
2021-10-24,-69,Washington,21I,1
2021-10-08,-85,Pennsylvania,21I,17
2021-10-17,-76,Wisconsin,21I,4
2021-12-01,-31,California,21I,36
2021-11-13,-49,Indiana,21I,6
2021-12-16,-16,Louisiana,21J,5
2021-10-20,-73,Ohio,21J,144
2021-12-05,-27,Texas,21I,3
2021-10-12,-81,Colorado,21I,11
2021-11-01,-61,Louisiana,21I,1
2021-12-15,-17,Massachusetts,21I,18
2021-11-11,-51,South Dakota,21I,1
2021-10-24,-69,Michigan,21A,2
2021-10-11,-82,Oklahoma,21I,4
2021-11-26,-36,South Carolina,21J,17
2021-10-03,-90,Texas,21J,191
2021-11-13,-49,Georgia,21I,6
2021-10-15,-78,California,21I,37
2021-10-23,-70,Michigan,other,1
2021-12-17,-15,Iowa,21K,1
2021-11-05,-57,Kansas,21J,31
2021-11-10,-52,Oregon,21A,1
2021-11-17,-45,New Mexico,21J,80
2021-10-25,-68,Wyoming,21I,1
2021-10-28,-65,Wisconsin,other,2
2021-10-22,-71,Colorado,21A,4
2021-10-22,-71,Indiana,21I,6
2021-11-11,-51,Washington DC,21J,5
2021-11-22,-40,Arizona,21A,4
2021-10-23,-70,New Jersey,21A,2
2021-11-03,-59,Alabama,21J,8
2021-10-15,-78,Ohio,21I,5
2021-10-09,-84,Virginia,21A,2
2021-12-05,-27,New York,21J,20
2021-12-15,-17,Hawaii,21J,1
2021-10-03,-90,Massachusetts,21J,253
2021-11-08,-54,New Jersey,21A,2
2021-10-21,-72,Maryland,21I,6
2021-10-12,-81,California,21J,824
2021-10-21,-72,Nevada,21I,4
2021-11-23,-39,Minnesota,21J,543
2021-11-04,-58,Arkansas,21J,39
2021-11-11,-51,Illinois,other,10
2021-10-18,-75,Iowa,21J,46
2021-11-12,-50,Iowa,21I,1
2021-11-24,-38,Pennsylvania,other,1
2021-12-09,-23,Texas,21K,9
2021-10-25,-68,Washington,21J,84
2021-11-27,-35,Maine,21J,0
2021-10-22,-71,Rhode Island,21A,2
2021-10-26,-67,Arizona,other,1
2021-11-17,-45,New York,21I,6
2021-10-03,-90,Oklahoma,21J,34
2021-12-06,-26,Virginia,21I,8
2021-12-07,-25,Wisconsin,21I,3
2021-12-15,-17,West Virginia,21K,1
2021-10-08,-85,Utah,21A,1
2021-11-10,-52,Illinois,21A,1
2021-10-17,-76,Nebraska,21J,24
2021-10-08,-85,Virginia,21A,1
2021-10-19,-74,Minnesota,other,1
2021-10-05,-88,Missouri,21J,88
2021-10-03,-90,Ohio,21J,75
2021-11-09,-53,Arizona,other,1
2021-11-24,-38,North Dakota,21J,4
2021-11-02,-60,South Carolina,21I,4
2021-10-22,-71,Massachusetts,21J,374
2021-12-15,-17,Rhode Island,21K,11
2021-12-06,-26,Nevada,21I,3
2021-11-19,-43,Georgia,21J,38
2021-12-14,-18,Puerto Rico,21K,27
2021-11-21,-41,Rhode Island,21J,24
2021-12-14,-18,North Carolina,21J,192
2021-11-02,-60,Minnesota,other,2
2021-10-05,-88,South Dakota,21J,18
2021-11-18,-44,Ohio,21I,14
2021-10-19,-74,Oregon,other,1
2021-10-27,-66,Rhode Island,21J,46
2021-10-15,-78,Rhode Island,21I,2
2021-11-11,-51,Ohio,21I,9
2021-11-07,-55,North Carolina,21J,79
2021-11-18,-44,Virginia,21I,3
2021-10-20,-73,Nevada,21A,1
2021-10-12,-81,Wyoming,other,2
2021-11-12,-50,Vermont,21J,134
2021-10-11,-82,Texas,21J,245
2021-12-06,-26,Idaho,21J,12
2021-11-05,-57,Wisconsin,21I,3
2021-10-13,-80,Wisconsin,21A,2
2021-12-08,-24,New Mexico,21J,53
2021-12-06,-26,Kansas,21J,23
2021-11-09,-53,Nebraska,21J,64
2021-11-19,-43,Indiana,21J,123
2021-10-08,-85,Nevada,21A,1
2021-11-14,-48,Nevada,21I,2
2021-10-23,-70,Illinois,21J,104
2021-11-30,-32,Nevada,21I,2
2021-12-17,-15,New York,21I,1
2021-11-04,-58,Maryland,21J,88
2021-12-09,-23,Kentucky,21K,1
2021-12-11,-21,Pennsylvania,21K,1
2021-11-16,-46,Idaho,21A,1
2021-10-13,-80,Tennessee,21I,11
2021-11-01,-61,Minnesota,21I,13
2021-11-14,-48,Alaska,21A,1
2021-11-22,-40,Connecticut,other,2
2021-11-02,-60,Michigan,21J,348
2021-12-10,-22,Georgia,21A,1
2021-10-08,-85,New Jersey,21A,1
2021-10-28,-65,Virginia,21I,9
2021-11-18,-44,West Virginia,21J,89
2021-12-08,-24,Louisiana,21K,3
2021-11-10,-52,Arizona,21J,183
2021-12-08,-24,Michigan,21J,150
2021-11-19,-43,New Jersey,other,1
2021-10-29,-64,California,21I,54
2021-10-23,-70,New York,21A,1
2021-11-22,-40,Nebraska,21J,14
2021-12-14,-18,Mississippi,21J,1
2021-10-06,-87,North Carolina,21A,1
2021-11-16,-46,Nebraska,other,2
2021-10-04,-89,California,21J,791
2021-12-06,-26,New Jersey,21A,1
2021-12-10,-22,Georgia,21J,14
2021-12-15,-17,Kentucky,21I,1
2021-10-31,-62,Virginia,21I,4
2021-11-02,-60,Illinois,other,4
2021-10-14,-79,Pennsylvania,21A,2
2021-11-03,-59,West Virginia,21J,140
2021-10-24,-69,Utah,21I,1
2021-10-04,-89,Colorado,21J,320
2021-10-04,-89,Connecticut,21I,4
2021-11-08,-54,Kentucky,21J,53
2021-11-16,-46,Nevada,21J,82
2021-11-02,-60,Texas,other,2
2021-10-22,-71,Pennsylvania,21A,4
2021-10-11,-82,Michigan,21J,317
2021-10-28,-65,North Carolina,21A,1
2021-11-19,-43,Washington,other,1
2021-12-17,-15,Florida,21K,91
2021-11-11,-51,New York,other,2
2021-10-09,-84,Maine,21J,0
2021-11-22,-40,Idaho,21J,13
2021-11-01,-61,Kentucky,21J,62
2021-10-18,-75,Michigan,21J,281
2021-10-07,-86,Oregon,21I,2
2021-12-20,-12,Vermont,21K,2
2021-12-04,-28,Washington,21I,3
2021-11-20,-42,New Jersey,other,3
2021-12-15,-17,Wisconsin,21I,1
2021-10-13,-80,Alaska,21J,40
2021-12-11,-21,Colorado,21A,1
2021-11-29,-33,New Jersey,21I,3
2021-10-14,-79,Pennsylvania,21J,230
2021-10-25,-68,Wyoming,21J,7
2021-11-08,-54,South Carolina,21I,2
2021-10-19,-74,Maine,21J,0
2021-10-26,-67,Ohio,21I,9
2021-11-28,-34,Louisiana,21J,3
2021-11-12,-50,Wyoming,21J,2
2021-10-13,-80,Kansas,other,1
2021-12-09,-23,Maine,21J,0
2021-11-11,-51,Rhode Island,21A,1
2021-10-19,-74,Vermont,21I,2
2021-10-13,-80,Utah,21J,47
2021-11-21,-41,Florida,21A,1
2021-11-27,-35,Illinois,21J,107
2021-12-07,-25,Puerto Rico,21J,6
2021-11-20,-42,Maine,21J,0
2021-12-13,-19,Arizona,21J,56
2021-11-15,-47,South Carolina,21J,10
2021-10-10,-83,Tennessee,21J,66
2021-11-19,-43,Washington,21I,2
2021-10-25,-68,Massachusetts,21J,459
2021-10-11,-82,California,21J,583
2021-10-30,-63,Illinois,21I,3
2021-10-24,-69,Maryland,21J,54
2021-11-07,-55,New Jersey,21I,3
2021-11-15,-47,Arkansas,other,1
2021-11-24,-38,New Hampshire,21I,1
2021-11-26,-36,Idaho,21J,14
2021-12-14,-18,Oklahoma,21J,9
2021-11-26,-36,Washington,21J,55
2021-10-26,-67,Washington DC,21J,8
2021-11-04,-58,Oregon,21J,75
2021-12-12,-20,Oregon,21K,1
2021-11-15,-47,Washington,21J,203
2021-10-14,-79,New York,21A,3
2021-11-04,-58,Oregon,21A,1
2021-11-03,-59,Rhode Island,21J,42
2021-11-03,-59,Texas,other,2
2021-12-13,-19,North Carolina,21I,5
2021-10-04,-89,Kansas,21J,38
2021-10-05,-88,Washington DC,21A,1
2021-11-29,-33,North Carolina,other,1
2021-11-07,-55,Colorado,21J,138
2021-12-10,-22,Florida,21I,2
2021-11-12,-50,Minnesota,21I,7
2021-10-15,-78,South Carolina,21J,41
2021-10-11,-82,Arkansas,21J,53
2021-12-06,-26,Washington DC,21K,1
2021-10-04,-89,Wisconsin,other,3
2021-11-02,-60,Colorado,other,2
2021-10-28,-65,Puerto Rico,21J,4
2021-11-04,-58,California,21A,19
2021-12-11,-21,Minnesota,21K,18
2021-10-06,-87,Alabama,21J,33
2021-10-20,-73,Tennessee,21J,59
2021-12-16,-16,Utah,21J,2
2021-10-20,-73,New Jersey,21I,13
2021-10-12,-81,Tennessee,21J,140
2021-12-16,-16,Indiana,21J,35
2021-11-18,-44,Delaware,other,1
2021-10-27,-66,New Mexico,21J,127
2021-11-21,-41,Washington,21J,12
2021-11-14,-48,West Virginia,21I,1
2021-10-23,-70,Ohio,other,1
2021-11-29,-33,Arizona,21J,238
2021-11-11,-51,Maryland,21I,5
2021-11-16,-46,Kentucky,other,1
2021-11-28,-34,Oregon,21J,14
2021-11-09,-53,New Hampshire,21J,34
2021-10-06,-87,Wyoming,21J,15
2021-11-02,-60,Utah,21I,3
2021-12-01,-31,Colorado,21I,4
2021-10-07,-86,Massachusetts,21A,6
2021-12-05,-27,New Jersey,21J,31
2021-11-11,-51,Pennsylvania,21I,9
2021-11-02,-60,Pennsylvania,21J,166
2021-10-20,-73,Pennsylvania,21I,3
2021-11-04,-58,Iowa,21J,43
2021-11-07,-55,Montana,21J,5
2021-10-08,-85,Rhode Island,21A,1
2021-11-28,-34,Illinois,other,1
2021-11-22,-40,Kentucky,21J,56
2021-10-23,-70,Louisiana,21J,5
2021-10-10,-83,Oklahoma,21I,4
2021-10-15,-78,Tennessee,21J,70
2021-10-03,-90,Alabama,21J,25
2021-12-04,-28,Ohio,21J,20
2021-11-11,-51,California,other,6
2021-12-14,-18,Missouri,21I,1
2021-10-13,-80,North Carolina,21A,3
2021-10-06,-87,New Jersey,21J,197
2021-12-01,-31,Maine,21J,0
2021-11-12,-50,Oregon,21A,2
2021-10-21,-72,Utah,21I,3
2021-10-21,-72,Virginia,21A,1
2021-11-30,-32,Iowa,21J,25
2021-12-18,-14,Washington,21I,2
2021-11-10,-52,California,21A,12
2021-11-11,-51,Indiana,other,1
2021-12-10,-22,Florida,21K,49
2021-12-18,-14,Rhode Island,21K,5
2021-11-22,-40,Iowa,21I,3
2021-12-16,-16,Kentucky,21I,1
2021-10-22,-71,Mississippi,21J,11
2021-10-04,-89,California,other,1
2021-10-21,-72,Montana,21I,4
2021-11-25,-37,Texas,21J,3
2021-11-12,-50,Nevada,21I,7
2021-12-08,-24,Illinois,21K,4
2021-10-22,-71,Nebraska,21J,50
2021-10-29,-64,Kentucky,other,1
2021-12-07,-25,Massachusetts,21J,709
2021-12-07,-25,Oklahoma,21J,8
2021-10-20,-73,Montana,21J,19
2021-10-20,-73,West Virginia,21A,1
2021-10-28,-65,Colorado,21A,11
2021-11-11,-51,California,21A,5
2021-12-03,-29,Florida,21J,86
2021-10-23,-70,Iowa,21J,24
2021-12-03,-29,Kentucky,21J,39
2021-12-06,-26,Connecticut,21K,1
2021-10-24,-69,Pennsylvania,21A,1
2021-11-01,-61,Florida,21I,4
2021-12-09,-23,Colorado,21J,35
2021-12-06,-26,California,other,3
2021-10-26,-67,Iowa,21J,35
2021-12-16,-16,West Virginia,21K,9
2021-11-21,-41,California,other,1
2021-10-10,-83,Alaska,21J,18
2021-12-07,-25,Massachusetts,other,1
2021-11-20,-42,Minnesota,21I,5
2021-10-20,-73,New Hampshire,21J,24
2021-12-12,-20,Missouri,21K,2
2021-10-03,-90,Florida,21I,19
2021-12-10,-22,Massachusetts,21K,23
2021-10-24,-69,Kansas,21J,24
2021-10-20,-73,Indiana,21J,95
2021-11-11,-51,California,21I,24
2021-11-20,-42,Texas,21I,1
2021-12-14,-18,Louisiana,21J,5
2021-10-29,-64,Nebraska,21J,39
2021-11-18,-44,Mississippi,21J,6
2021-10-05,-88,Ohio,other,1
2021-11-13,-49,Tennessee,other,3
2021-11-16,-46,Texas,other,3
2021-11-04,-58,Colorado,21I,17
2021-12-06,-26,Indiana,21J,121
2021-11-17,-45,Minnesota,21I,8
2021-11-14,-48,Massachusetts,21I,11
2021-11-04,-58,Montana,21A,1
2021-10-12,-81,California,21A,18
2021-12-08,-24,Washington,21I,3
2021-10-21,-72,Texas,21J,194
2021-12-06,-26,Florida,21J,37
2021-12-17,-15,Oregon,21K,2
2021-11-19,-43,Michigan,21I,12
2021-12-03,-29,Georgia,21I,3
2021-10-31,-62,Minnesota,21I,9
2021-12-18,-14,Minnesota,21J,12
2021-12-06,-26,Vermont,21A,2
2021-10-08,-85,Minnesota,21A,1
2021-11-01,-61,Tennessee,other,2
2021-12-04,-28,Arkansas,21J,9
2021-12-15,-17,Kentucky,21K,2
2021-11-28,-34,Ohio,21A,1
2021-11-26,-36,Rhode Island,21I,1
2021-10-22,-71,California,21A,11
2021-11-09,-53,New York,21J,199
2021-10-10,-83,Texas,21I,10
2021-10-06,-87,New Jersey,other,1
2021-11-02,-60,New Hampshire,21J,46
2021-10-12,-81,North Carolina,21A,1
2021-10-03,-90,Illinois,other,2
2021-10-04,-89,Washington,21A,3
2021-10-07,-86,Florida,21I,24
2021-10-05,-88,Louisiana,21I,4
2021-11-16,-46,New Mexico,other,2
2021-10-09,-84,Florida,21I,16
2021-12-17,-15,Connecticut,21I,1
2021-12-05,-27,Oregon,21J,13
2021-11-13,-49,Alaska,21J,18
2021-11-23,-39,Ohio,21A,2
2021-10-05,-88,Washington,21A,1
2021-11-15,-47,South Dakota,21I,3
2021-12-21,-11,Tennessee,21J,2
2021-10-20,-73,Illinois,other,1
2021-12-04,-28,Massachusetts,21J,675
2021-11-08,-54,Michigan,21J,433
2021-10-10,-83,Alaska,21I,1
2021-11-01,-61,Texas,21I,5
2021-11-30,-32,North Carolina,21A,1
2021-10-30,-63,Massachusetts,21J,209
2021-12-09,-23,Rhode Island,21J,35
2021-12-20,-12,West Virginia,21K,14
2021-12-16,-16,Florida,21K,106
2021-10-13,-80,Colorado,21A,1
2021-12-06,-26,Michigan,21J,197
2021-11-16,-46,Missouri,other,2
2021-11-22,-40,New Jersey,21J,100
2021-10-14,-79,Massachusetts,21J,449
2021-11-16,-46,South Carolina,21A,2
2021-11-23,-39,Washington,21J,218
2021-12-09,-23,Oregon,21K,1
2021-12-04,-28,Kansas,21I,1
2021-12-16,-16,Puerto Rico,21K,19
2021-10-11,-82,Iowa,21J,47
2021-10-17,-76,Illinois,21J,100
2021-10-26,-67,Pennsylvania,21I,19
2021-11-18,-44,Washington,21A,1
2021-12-05,-27,Washington,21J,52
2021-11-28,-34,Wisconsin,21J,129
2021-10-17,-76,Florida,21J,126
2021-11-14,-48,Georgia,other,1
2021-12-10,-22,Washington,21J,192
2021-10-25,-68,Missouri,21I,4
2021-10-08,-85,Kansas,21J,36
2021-10-08,-85,Montana,21I,4
2021-11-30,-32,Florida,21I,1
2021-10-23,-70,Delaware,21J,6
2021-11-03,-59,Kentucky,21J,35
2021-10-13,-80,Ohio,21J,112
2021-10-28,-65,Illinois,21J,152
2021-12-02,-30,Virginia,21J,70
2021-12-12,-20,Minnesota,21I,6
2021-11-17,-45,Indiana,21J,168
2021-11-14,-48,New York,21J,48
2021-10-23,-70,Florida,other,3
2021-10-22,-71,Washington,21A,3
2021-11-12,-50,Illinois,21J,176
2021-10-27,-66,Indiana,21J,104
2021-11-10,-52,New Mexico,21J,195
2021-10-05,-88,South Carolina,21J,65
2021-10-31,-62,Georgia,21I,4
2021-11-29,-33,California,21I,34
2021-11-22,-40,Washington DC,21I,1
2021-11-14,-48,Illinois,other,7
2021-12-12,-20,Connecticut,21K,2
2021-10-31,-62,Pennsylvania,21A,1
2021-11-05,-57,Ohio,21I,3
2021-10-19,-74,Tennessee,21I,13
2021-10-05,-88,Rhode Island,21J,53
2021-12-14,-18,Pennsylvania,21J,89
2021-10-15,-78,Texas,21J,179
2021-11-19,-43,Vermont,21J,107
2021-11-25,-37,West Virginia,21J,4
2021-11-10,-52,Oregon,other,1
2021-12-21,-11,Connecticut,21J,4
2021-12-06,-26,Massachusetts,21I,40
2021-11-12,-50,New Jersey,other,1
2021-11-23,-39,Pennsylvania,21I,8
2021-11-18,-44,West Virginia,21I,3
2021-10-31,-62,Georgia,other,1
2021-10-20,-73,Wyoming,21J,16
2021-10-10,-83,Colorado,21J,178
2021-10-14,-79,New Mexico,21I,9
2021-11-23,-39,Washington,21I,2
2021-12-11,-21,Washington DC,21J,22
2021-11-17,-45,North Carolina,21J,132
2021-10-15,-78,Illinois,21I,7
2021-10-27,-66,South Carolina,21I,4
2021-10-25,-68,Texas,21I,11
2021-10-28,-65,Idaho,21J,33
2021-12-19,-13,Massachusetts,21A,2
2021-10-29,-64,Michigan,21I,11
2021-12-18,-14,Alaska,21J,1
2021-10-26,-67,Ohio,21J,117
2021-11-20,-42,Missouri,other,1
2021-11-04,-58,Puerto Rico,21J,4
2021-11-09,-53,Hawaii,21J,5
2021-12-09,-23,Virginia,21J,77
2021-11-28,-34,Georgia,21J,46
2021-10-05,-88,Vermont,21A,1
2021-10-17,-76,Vermont,21I,1
2021-12-14,-18,Alabama,21J,18
2021-12-07,-25,Montana,21J,5
2021-10-27,-66,Colorado,21J,575
2021-10-20,-73,California,21J,692
2021-10-04,-89,Idaho,other,1
2021-11-19,-43,Nebraska,other,2
2021-12-01,-31,Indiana,21I,2
2021-10-03,-90,Indiana,21I,5
2021-10-03,-90,Alaska,21J,20
2021-11-15,-47,Maryland,21I,2
2021-11-06,-56,Washington DC,21J,9
2021-10-03,-90,Rhode Island,21I,3
2021-11-06,-56,Texas,21A,3
2021-11-19,-43,New Mexico,21I,2
2021-11-22,-40,New York,21J,121
2021-10-07,-86,Georgia,21I,9
2021-12-08,-24,Kentucky,21J,30
2021-12-16,-16,New York,21I,1
2021-12-01,-31,Ohio,21A,1
2021-11-13,-49,New Mexico,other,3
2021-12-08,-24,Maryland,21I,4
2021-10-18,-75,California,21I,58
2021-10-22,-71,Arizona,21I,11
2021-12-08,-24,Maryland,21J,120
2021-12-01,-31,South Carolina,21J,12
2021-11-27,-35,Idaho,21I,1
2021-10-26,-67,Michigan,other,2
2021-10-09,-84,Arizona,21A,4
2021-10-31,-62,Alabama,21I,1
2021-12-10,-22,New York,21K,56
2021-12-13,-19,Delaware,21J,18
2021-12-03,-29,Montana,21J,5
2021-10-22,-71,Tennessee,21I,7
2021-11-05,-57,Minnesota,21J,476
2021-10-25,-68,Colorado,21J,452
2021-10-17,-76,Pennsylvania,21I,11
2021-11-02,-60,Oregon,21J,57
2021-11-18,-44,Idaho,21J,17
2021-10-24,-69,Maine,21J,0
2021-11-24,-38,North Carolina,other,1
2021-10-07,-86,Nebraska,21I,2
2021-10-15,-78,New York,other,1
2021-11-12,-50,Missouri,21I,2
2021-11-23,-39,Massachusetts,21A,3
2021-10-16,-77,Illinois,21J,94
2021-10-03,-90,Minnesota,other,2
2021-11-03,-59,Georgia,21J,80
2021-11-24,-38,Ohio,21I,5
2021-11-30,-32,Arizona,21J,189
2021-11-30,-32,Connecticut,21J,97
2021-12-05,-27,Colorado,21I,2
2021-10-24,-69,Colorado,other,1
2021-10-07,-86,Massachusetts,21J,441
2021-10-16,-77,California,21A,12
2021-12-06,-26,Puerto Rico,21J,4
2021-12-12,-20,Missouri,other,1
2021-12-10,-22,Maryland,21I,3
2021-11-07,-55,Missouri,21J,69
2021-11-12,-50,Montana,21J,12
2021-12-15,-17,Iowa,21K,6
2021-11-19,-43,Alaska,21J,64
2021-10-27,-66,Alaska,21I,4
2021-11-18,-44,Arkansas,21I,1
2021-11-11,-51,New York,21J,279
2021-12-07,-25,South Dakota,21J,17
2021-10-05,-88,Tennessee,21A,4
2021-10-13,-80,Vermont,21J,110
2021-11-30,-32,Washington,21I,6
2021-11-17,-45,Oklahoma,21I,1
2021-10-31,-62,Wisconsin,21J,131
2021-10-23,-70,Delaware,21I,1
2021-10-18,-75,Maryland,21I,10
2021-12-10,-22,Colorado,21J,38
2021-12-10,-22,Kentucky,21I,2
2021-10-31,-62,Ohio,21I,6
2021-12-02,-30,Hawaii,21J,5
2021-11-12,-50,Kentucky,21J,35
2021-10-07,-86,Florida,other,1
2021-12-15,-17,New York,other,1
2021-11-05,-57,Iowa,21I,1
2021-12-05,-27,New Hampshire,21I,2
2021-11-26,-36,South Dakota,21J,4
2021-10-09,-84,Washington,other,2
2021-10-12,-81,Oklahoma,21J,33
2021-11-02,-60,Illinois,21J,150
2021-10-08,-85,Texas,21A,2
2021-12-17,-15,Indiana,21I,2
2021-11-18,-44,Minnesota,21J,362
2021-10-24,-69,Florida,21I,8
2021-12-05,-27,Texas,21K,7
2021-10-05,-88,Washington,other,1
2021-12-06,-26,New York,21I,4
2021-10-25,-68,Nebraska,21J,55
2021-11-16,-46,Massachusetts,21J,803
2021-11-29,-33,New Hampshire,21J,69
2021-12-09,-23,New York,21K,125
2021-12-09,-23,Delaware,21J,9
2021-11-27,-35,Washington DC,21I,2
2021-11-09,-53,Minnesota,other,2
2021-11-18,-44,Alaska,21A,1
2021-12-02,-30,New Mexico,21J,92
